campaignid,reportdate,adid,asin,campaignname,campaignstatus,adgroupid,adgroupname,clicks,cost,impressions,attributedconversions14d,attributedsales14d,roasclicks14d,sku,spend,week_start,year_month
286310893459397,2025-07-02,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,399,0,0.0,0.0,,0.0,2025-06-30,2025-07
286310893459397,2025-07-03,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,4,16.11,310,2,40.08,2.487895717,,16.11,2025-06-30,2025-07
286310893459397,2025-07-04,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.46,551,0,0.0,0.0,,2.46,2025-06-30,2025-07
286310893459397,2025-07-05,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,3,10.49,550,1,20.04,1.910390849,,10.49,2025-06-30,2025-07
286310893459397,2025-07-06,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,10.25,1079,0,0.0,0.0,,10.25,2025-06-30,2025-07
286310893459397,2025-07-07,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,4,15.85,1062,3,71.0,4.479495269,,15.85,2025-07-07,2025-07
286310893459397,2025-07-08,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,14,68.71,1724,7,140.14,2.039586669,,68.710000001,2025-07-07,2025-07
286310893459397,2025-07-09,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,8,19.56,1208,5,76.44,3.907975461,,19.56,2025-07-07,2025-07
286310893459397,2025-07-10,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,9,26.69,1300,2,36.63,1.372424129,,26.69,2025-07-07,2025-07
286310893459397,2025-07-11,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,10,37.91,1856,6,76.44,2.016354524,,37.91,2025-07-07,2025-07
286310893459397,2025-07-12,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,9,29.93,1293,1,20.04,0.669562313,,29.93,2025-07-07,2025-07
286310893459397,2025-07-13,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,5,23.4,1613,0,0.0,0.0,,23.4,2025-07-07,2025-07
286310893459397,2025-07-14,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,5,23.57,949,2,40.08,1.700466695,,23.57,2025-07-14,2025-07
286310893459397,2025-07-15,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,7,36.47,670,1,20.04,0.549492734,,36.47,2025-07-14,2025-07
286310893459397,2025-07-16,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-07-14,2025-07
286310893459397,2025-07-17,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-07-14,2025-07
286310893459397,2025-09-14,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,4,18.84,687,0,0.0,0.0,,18.84,2025-09-08,2025-09
286310893459397,2025-09-15,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,6.94,656,0,0.0,0.0,,6.94,2025-09-15,2025-09
286310893459397,2025-09-16,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,5,21.02,1238,1,20.04,0.953377736,,21.020000001,2025-09-15,2025-09
286310893459397,2025-09-17,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,5,18.78,2313,1,20.04,1.067092652,,18.78,2025-09-15,2025-09
286310893459397,2025-09-18,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,8,30.54,1263,6,141.85,4.644728226,,30.54,2025-09-15,2025-09
286310893459397,2025-09-19,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,6,26.34,1420,0,0.0,0.0,,26.34,2025-09-15,2025-09
286310893459397,2025-09-20,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,13.33,1431,0,0.0,0.0,,13.33,2025-09-15,2025-09
286310893459397,2025-09-21,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,8,44.57,1239,0,0.0,0.0,,44.57,2025-09-15,2025-09
286310893459397,2025-09-22,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,7.85,804,0,0.0,0.0,,7.85,2025-09-22,2025-09
286310893459397,2025-09-23,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,1,5.27,469,1,20.04,3.802656547,,5.27,2025-09-22,2025-09
286310893459397,2025-09-24,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-09-22,2025-09
286310893459397,2025-09-26,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-09-22,2025-09
286310893459397,2025-09-29,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-09-29,2025-09
286310893459397,2025-09-30,343094187568078,B0CHKTB6CJ,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-09-29,2025-09
286310893459397,2025-06-07,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,167,0,0.0,0.0,,0.0,2025-06-02,2025-06
286310893459397,2025-06-08,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,7.46,277,0,0.0,0.0,,7.46,2025-06-02,2025-06
286310893459397,2025-06-09,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,315,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-10,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.32,115,1,20.04,6.036144579,,3.32,2025-06-09,2025-06
286310893459397,2025-06-11,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,5.27,195,0,0.0,0.0,,5.27,2025-06-09,2025-06
286310893459397,2025-06-12,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,239,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-13,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,173,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-14,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,111,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-15,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,4,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-07-02,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,9.92,333,0,0.0,0.0,,9.92,2025-06-30,2025-07
286310893459397,2025-07-03,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,4.12,287,0,0.0,0.0,,4.12,2025-06-30,2025-07
286310893459397,2025-07-04,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,240,0,0.0,0.0,,0.0,2025-06-30,2025-07
286310893459397,2025-07-05,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,3,10.85,248,0,0.0,0.0,,10.85,2025-06-30,2025-07
286310893459397,2025-07-06,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,5.62,338,2,40.08,7.131672598,,5.62,2025-06-30,2025-07
286310893459397,2025-07-07,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,293,0,0.0,0.0,,0.0,2025-07-07,2025-07
286310893459397,2025-07-08,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,6.18,625,0,0.0,0.0,,6.18,2025-07-07,2025-07
286310893459397,2025-07-09,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,576,0,0.0,0.0,,0.0,2025-07-07,2025-07
286310893459397,2025-07-10,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.55,291,2,25.48,9.992156863,,2.55,2025-07-07,2025-07
286310893459397,2025-07-11,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,332,0,0.0,0.0,,0.0,2025-07-07,2025-07
286310893459397,2025-07-12,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.6,187,0,0.0,0.0,,2.6,2025-07-07,2025-07
286310893459397,2025-07-13,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,3,11.17,314,0,0.0,0.0,,11.17,2025-07-07,2025-07
286310893459397,2025-07-14,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,5.7,324,0,0.0,0.0,,5.7,2025-07-14,2025-07
286310893459397,2025-07-15,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,280,0,0.0,0.0,,0.0,2025-07-14,2025-07
286310893459397,2025-07-16,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.02,466,0,0.0,0.0,,2.02,2025-07-14,2025-07
286310893459397,2025-07-17,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,5.74,428,0,0.0,0.0,,5.74,2025-07-14,2025-07
286310893459397,2025-07-18,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.79,422,0,0.0,0.0,,3.79,2025-07-14,2025-07
286310893459397,2025-07-19,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,5,19.53,441,1,24.99,1.279569893,,19.53,2025-07-14,2025-07
286310893459397,2025-07-20,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.74,570,0,0.0,0.0,,3.74,2025-07-14,2025-07
286310893459397,2025-07-21,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,6.48,530,0,0.0,0.0,,6.48,2025-07-21,2025-07
286310893459397,2025-07-22,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.36,552,0,0.0,0.0,,3.36,2025-07-21,2025-07
286310893459397,2025-07-23,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,6.27,871,0,0.0,0.0,,6.27,2025-07-21,2025-07
286310893459397,2025-07-24,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,3,9.44,724,1,24.99,2.647245763,,9.44,2025-07-21,2025-07
286310893459397,2025-07-25,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,6.93,466,0,0.0,0.0,,6.93,2025-07-21,2025-07
286310893459397,2025-07-26,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,6.58,454,2,49.98,7.595744681,,6.58,2025-07-21,2025-07
286310893459397,2025-07-27,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.2,56,0,0.0,0.0,,2.2,2025-07-21,2025-07
286310893459397,2025-08-04,410143557760018,B0CJYJ38R8,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-08-04,2025-08
286310893459397,2025-06-07,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,1.69,225,0,0.0,0.0,,1.69,2025-06-02,2025-06
286310893459397,2025-06-08,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,5.4,174,0,0.0,0.0,,5.4,2025-06-02,2025-06
286310893459397,2025-06-09,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,113,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-10,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,62,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-11,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,108,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-12,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,5.58,105,0,0.0,0.0,,5.58,2025-06-09,2025-06
286310893459397,2025-06-13,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,2,6.89,85,0,0.0,0.0,,6.89,2025-06-09,2025-06
286310893459397,2025-06-14,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,75,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-15,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,185,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-16,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,217,0,0.0,0.0,,0.0,2025-06-16,2025-06
286310893459397,2025-06-17,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.33,242,0,0.0,0.0,,2.33,2025-06-16,2025-06
286310893459397,2025-06-18,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,267,0,0.0,0.0,,0.0,2025-06-16,2025-06
286310893459397,2025-06-19,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,3,6.74,279,0,0.0,0.0,,6.74,2025-06-16,2025-06
286310893459397,2025-06-20,292109090588081,B0CJYJLX9G,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,67,0,0.0,0.0,,0.0,2025-06-16,2025-06
286310893459397,2025-09-09,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,126,0,0.0,0.0,,0.0,2025-09-08,2025-09
286310893459397,2025-09-10,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,1,5.52,899,0,0.0,0.0,,5.52,2025-09-08,2025-09
286310893459397,2025-09-11,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,15.31,1101,1,27.99,1.828216852,,15.31,2025-09-08,2025-09
286310893459397,2025-09-12,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,7,40.93,1033,0,0.0,0.0,,40.93,2025-09-08,2025-09
286310893459397,2025-09-13,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,1,5.41,525,0,0.0,0.0,,5.41,2025-09-08,2025-09
286310893459397,2025-09-14,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,3,9.96,577,0,0.0,0.0,,9.96,2025-09-08,2025-09
286310893459397,2025-09-15,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,3,14.87,464,1,20.04,1.347679893,,14.870000001,2025-09-15,2025-09
286310893459397,2025-09-16,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,393,0,0.0,0.0,,0.0,2025-09-15,2025-09
286310893459397,2025-09-17,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,5,16.84,1676,0,0.0,0.0,,16.84,2025-09-15,2025-09
286310893459397,2025-09-18,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,11.0,1222,1,20.04,1.821818182,,11.0,2025-09-15,2025-09
286310893459397,2025-09-19,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,9.97,1389,0,0.0,0.0,,9.97,2025-09-15,2025-09
286310893459397,2025-09-20,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,3,16.35,1612,0,0.0,0.0,,16.35,2025-09-15,2025-09
286310893459397,2025-09-21,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,6,43.14,1454,0,0.0,0.0,,43.14,2025-09-15,2025-09
286310893459397,2025-09-22,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,12.82,338,1,20.04,1.563182528,,12.82,2025-09-22,2025-09
286310893459397,2025-09-23,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,2,8.95,171,0,0.0,0.0,,8.95,2025-09-22,2025-09
286310893459397,2025-09-25,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-09-22,2025-09
286310893459397,2025-09-30,361875612492649,B0CJYKGLMV,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,PAUSED,533962165869161,Ad Group 1,0,0.0,0,0,0.0,0.0,,0.0,2025-09-29,2025-09
286310893459397,2025-06-07,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,152,0,0.0,0.0,,0.0,2025-06-02,2025-06
286310893459397,2025-06-08,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.89,267,0,0.0,0.0,,2.89,2025-06-02,2025-06
286310893459397,2025-06-09,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,5.24,322,0,0.0,0.0,,5.24,2025-06-09,2025-06
286310893459397,2025-06-10,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.11,158,0,0.0,0.0,,3.11,2025-06-09,2025-06
286310893459397,2025-06-11,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,305,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-12,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.05,503,0,0.0,0.0,,3.05,2025-06-09,2025-06
286310893459397,2025-06-13,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.21,326,0,0.0,0.0,,3.21,2025-06-09,2025-06
286310893459397,2025-06-14,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,3.59,265,0,0.0,0.0,,3.59,2025-06-09,2025-06
286310893459397,2025-06-15,495108545765318,B0CJYL13LD,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,14,0,0.0,0.0,,0.0,2025-06-09,2025-06
286310893459397,2025-06-22,454180820155824,B0DXQH89LM,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,63,0,0.0,0.0,,0.0,2025-06-16,2025-06
286310893459397,2025-06-23,454180820155824,B0DXQH89LM,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,165,0,0.0,0.0,,0.0,2025-06-23,2025-06
286310893459397,2025-06-24,454180820155824,B0DXQH89LM,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,310,0,0.0,0.0,,0.0,2025-06-23,2025-06
286310893459397,2025-06-25,454180820155824,B0DXQH89LM,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,1,2.92,349,0,0.0,0.0,,2.92,2025-06-23,2025-06
286310893459397,2025-06-26,454180820155824,B0DXQH89LM,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,289,0,0.0,0.0,,0.0,2025-06-23,2025-06
286310893459397,2025-06-27,454180820155824,B0DXQH89LM,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,3,11.96,376,0,0.0,0.0,,11.96,2025-06-23,2025-06
286310893459397,2025-06-28,454180820155824,B0DXQH89LM,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,ENABLED,533962165869161,Ad Group 1,0,0.0,248,0,0.0,0.0,,0.0,2025-06-23,2025-06
